Unnamed: 0,ID,int_rc,NoPaiFull,NoPaidLoan,NewLoanApplication,monto_cobrar,acepta,pagado
43,10044,0.26,0.0,0.0,212805.0,300055.0,0,300055.0
44,10045,0.23,0.16466957,0.2267007147099862,221782.0,306059.2,1,255660.563141456
45,10046,0.25,0.0,0.0,39330.0,55062.0,0,55062.0
46,10047,0.25,0.16752638,0.2314251555502743,34749.0,48648.6,1,40498.676149932
47,10048,0.22,0.1532981,0.2082111956994546,56187.0,76976.2,1,65175.89479478
48,10049,0.24,0.16665582,0.2299820381537915,95088.0,132172.3,1,110145.016962214
49,10050,0.25,0.0,0.0,78622.0,110070.8,0,110070.8
50,10051,0.26,0.0,0.0,28610.0,40340.1,0,40340.1
51,10052,0.24,0.0,0.0,24044.0,33421.2,0,33421.2
52,10053,0.24,0.15450637,0.2101521752446556,41130.0,57170.7,1,48337.462672641
53,10054,0.24,0.15871607,0.2169582396516237,97332.0,135291.5,1,113818.564815595
54,10055,0.24,0.0,0.0,243690.0,338729.1,0,338729.1
55,10056,0.24,0.16457865,0.2265508865675983,306486.0,426015.5,1,355902.44413092505
56,10057,0.24,0.0,0.0,53442.0,74284.4,0,74284.4
57,10058,0.25,0.16454378,0.2264934325343823,306138.0,428593.2,1,358070.854789704
58,10059,0.25,0.0,0.0,30210.0,42294.0,0,42294.0
59,10060,0.25,0.0,0.0,74600.0,104440.0,0,104440.0
60,10061,0.22,0.15876754,0.2170418756784541,101370.0,138876.9,1,116827.756224174
61,10062,0.25,0.0,0.0,201456.0,282038.4,0,282038.4
62,10063,0.25,0.0,0.0,76884.0,107637.6,0,107637.6
63,10064,0.24,0.0,0.0,384321.0,534206.2,0,534206.2
64,10065,0.24,0.16513474,0.2274677844422465,80992.0,112578.9,1,93988.21261901398
65,10066,0.23,0.16664553,0.2299649985677762,228492.0,315319.0,1,262772.49812592997
66,10067,0.25,0.0,0.0,68814.0,96339.6,0,96339.6
67,10068,0.23,0.16706279,0.2306562922071881,178020.0,245667.6,1,204625.685331396
68,10069,0.23,0.15175907,0.2057468866775858,136185.0,187935.3,1,159414.413651829
69,10070,0.25,0.0,0.0,106850.0,149590.0,0,149590.0
70,10071,0.23,0.16395622,0.225526051996942,149424.0,206205.1,1,172396.491259278
71,10072,0.25,0.0,0.0,89448.0,125227.2,0,125227.2
72,10073,0.23,0.1595319,0.2182851258721179,258818.0,357168.8,1,300188.98271528
73,10074,0.25,0.0,0.0,42270.0,59178.0,0,59178.0
74,10075,0.21,0.1554267,0.2116343306140508,42240.0,57446.4,1,48517.69562112
75,10076,0.24,0.16759685,0.2315421049283631,96590.0,134260.1,1,111758.530159315
76,10077,0.23,0.15731004,0.2146774669060967,77450.0,106881.0,1,90067.54561475999
77,10078,0.24,0.0,0.0,128380.0,178448.2,0,178448.2
78,10079,0.25,0.0,0.0,142450.0,199430.0,0,199430.0
79,10080,0.25,0.0,0.0,322507.0,451509.8,0,451509.8
80,10081,0.23,0.16323735,0.2243443257176929,94731.0,130728.8,1,109388.97711932001
81,10082,0.25,0.16990471,0.2353831166780863,156654.0,219315.6,1,182052.84658352402
82,10083,0.22,0.15237726,0.2067356628492529,84380.0,115600.6,1,97985.69731764401
83,10084,0.23,0.155282,0.2114010829649658,58956.0,81359.3,1,68725.6651774
84,10085,0.23,0.0,0.0,196346.0,270957.5,0,270957.5
85,10086,0.23,0.15484801,0.210701996335594,66556.0,91847.3,1,77624.928371127
86,10087,0.22,0.16138265,0.2213048030785433,122213.0,167431.8,1,140411.21242173
87,10088,0.25,0.0,0.0,80852.0,113192.8,0,113192.8
88,10089,0.23,0.0,0.0,75366.0,104005.1,0,104005.1
89,10090,0.23,0.16073622,0.2202485766751425,41232.0,56900.2,1,47754.276934755995
90,10091,0.25,0.0,0.0,89607.0,125449.8,0,125449.8
91,10092,0.26,0.0,0.0,174211.0,245637.5,0,245637.5
92,10093,0.22,0.15228513,0.2065882122605682,176304.0,241536.5,1,204754.082697755
93,10094,0.24,0.0,0.0,54312.0,75493.7,0,75493.7
94,10095,0.24,0.0,0.0,288615.0,401174.8,0,401174.8
95,10096,0.23,0.1623885,0.2229515413768793,55680.0,76838.4,1,64360.72748159999
96,10097,0.26,0.0,0.0,26414.0,37243.7,0,37243.7
97,10098,0.24,0.0,0.0,82605.0,114821.0,0,114821.0
98,10099,0.25,0.0,0.0,70196.0,98274.4,0,98274.4
99,10100,0.23,0.16354679,0.2248527547643699,17072.0,23559.4,1,19706.335755674
100,10101,0.25,0.0,0.0,29304.0,41025.6,0,41025.6
101,10102,0.22,0.15532531,0.2114708876857669,25266.0,34614.4,1,29237.907589536
102,10103,0.24,0.0,0.0,333642.0,463762.4,0,463762.4
103,10104,0.25,0.0,0.0,101122.0,141570.8,0,141570.8
104,10105,0.25,0.0,0.0,90504.0,126705.6,0,126705.6
105,10106,0.26,0.0,0.0,119149.0,168000.1,0,168000.1
106,10107,0.22,0.15573014,0.2121237171726111,34464.0,47215.7,1,39862.792428802
107,10108,0.26,0.0,0.0,105960.0,149403.6,0,149403.6
108,10109,0.26,0.0,0.0,275310.0,388187.1,0,388187.1
109,10110,0.24,0.1568022,0.2138555508565131,274568.0,381649.5,1,321806.0187711
110,10111,0.25,0.0,0.0,37692.0,52768.8,0,52768.8
111,10112,0.23,0.16640769,0.229571267877939,412060.0,568642.8,1,474016.265216868
112,10113,0.23,0.16382065,0.225303037560064,180754.0,249440.5,1,208576.995153675
113,10114,0.25,0.0,0.0,165168.0,231235.2,0,231235.2
114,10115,0.24,0.15810072,0.2159591204306528,233520.0,324592.8,1,273274.444613184
115,10116,0.24,0.0,0.0,247894.0,344572.7,0,344572.7
116,10117,0.23,0.0,0.0,89768.0,123879.8,0,123879.8
117,10118,0.24,0.16945408,0.2346314481925334,229032.0,318354.5,1,264408.03108864004
118,10119,0.25,0.0,0.0,70308.0,98431.2,0,98431.2
119,10120,0.23,0.1623396,0.2228713927505705,212004.0,292565.5,1,245070.5337562
120,10121,0.25,0.0,0.0,161541.0,226157.4,0,226157.4
121,10122,0.25,0.0,0.0,173922.0,243490.8,0,243490.8
122,10123,0.22,0.15590186,0.2124008222550992,72895.0,99866.2,1,84296.87366886801
123,10124,0.25,0.0,0.0,35850.0,50190.0,0,50190.0
124,10125,0.25,0.0,0.0,37455.0,52437.0,0,52437.0
125,10126,0.23,0.1645255,0.2264633151580328,30447.0,42016.9,1,35104.048519050004
126,10127,0.26,0.0,0.0,99780.0,140689.8,0,140689.8
127,10128,0.22,0.15069883,0.2040544162914553,45702.0,62611.7,1,53176.19006568899
128,10129,0.23,0.15732707,0.2147050463576656,276437.0,381483.1,1,321465.481622483
129,10130,0.23,0.0,0.0,178841.0,246800.6,0,246800.6
130,10131,0.24,0.16119066,0.2209909334104458,75680.0,105195.2,1,88238.71628316799
131,10132,0.24,0.0,0.0,254373.0,353578.5,0,353578.5
132,10133,0.24,0.0,0.0,185460.0,257789.4,0,257789.4
133,10134,0.24,0.0,0.0,144381.0,200689.6,0,200689.6
134,10135,0.25,0.0,0.0,58928.0,82499.2,0,82499.2
135,10136,0.23,0.0,0.0,9012.0,12436.6,0,12436.6
136,10137,0.25,0.0,0.0,33072.0,46300.8,0,46300.8
137,10138,0.23,0.15612072,0.2127541607610036,209488.0,289093.4,1,243959.93024475203
138,10139,0.26,0.0,0.0,45451.0,64085.9,0,64085.9
139,10140,0.24,0.0,0.0,9858.0,13702.6,0,13702.6
140,10141,0.24,0.16176754,0.2219344631440304,301104.0,418534.6,1,350829.287353116
141,10142,0.25,0.0,0.0,68943.0,96520.2,0,96520.2
142,10143,0.25,0.0,0.0,187940.0,263116.0,0,263116.0
143,10144,0.23,0.16331838,0.2244774266703743,340893.0,470432.3,1,393602.058864326
144,10145,0.22,0.16882055,0.2335760737347392,226788.0,310699.6,1,258247.12264322
145,10146,0.26,0.0,0.0,150696.0,212481.4,0,212481.4
146,10147,0.24,0.16529484,0.2277319886221862,96144.0,133640.2,1,111550.164523432
147,10148,0.24,0.16205038,0.2223975434227179,291754.0,405538.1,1,339820.496790522
148,10149,0.25,0.0,0.0,27090.0,37926.0,0,37926.0
149,10150,0.22,0.15850101,0.21660888921566,187382.0,256713.3,1,216023.982669567
150,10151,0.23,0.16891043,0.233725703596545,211358.0,291674.0,1,242407.21924018
151,10152,0.24,0.0,0.0,59970.0,83358.3,0,83358.3
152,10153,0.23,0.15982778,0.2187669892251376,125727.0,173503.3,1,145772.652738326
153,10154,0.23,0.1645287,0.2264685872512915,47892.0,66091.0,1,55217.133688300004
154,10155,0.24,0.15318456,0.2080290883690075,83193.0,115638.3,1,97924.29789535199
155,10156,0.26,0.0,0.0,5046.0,7114.9,0,7114.9
156,10157,0.23,0.1546729,0.2104201261263244,193724.0,267339.1,1,225988.98611960997
157,10158,0.25,0.0,0.0,330603.0,462844.2,0,462844.2
158,10159,0.23,0.1655505,0.2281541003979269,82740.0,114181.2,1,95278.4452494
159,10160,0.23,0.16199908,0.2223135292023306,353144.0,487338.7,1,408390.27895160404
160,10161,0.24,0.15563354,0.2119678829971526,73107.0,101618.7,1,85803.421988802
161,10162,0.24,0.0,0.0,155151.0,215659.9,0,215659.9
162,10163,0.26,0.0,0.0,30630.0,43188.3,0,43188.3
163,10164,0.24,0.0,0.0,75850.0,105431.5,0,105431.5
164,10165,0.22,0.15818667,0.2160985862507071,179223.0,245535.5,1,206695.056888215
165,10166,0.26,0.0,0.0,25860.0,36462.6,0,36462.6
166,10167,0.23,0.15660755,0.2135407810444591,44080.0,60830.4,1,51303.90009048
167,10168,0.22,0.16815364,0.2324668295717492,126055.0,172695.3,1,143655.956694108
168,10169,0.24,0.16737641,0.2311763368366731,183390.0,254912.1,1,212245.82783643898
169,10170,0.26,0.0,0.0,43344.0,61115.0,0,61115.0
170,10171,0.23,0.1541222,0.2095344386624167,62480.0,86222.4,1,72933.61402272
171,10172,0.24,0.16945608,0.2346347824688188,108816.0,151254.2,1,125623.25618446401
172,10173,0.24,0.15875594,0.2170230253988362,40950.0,56920.5,1,47884.03251723
173,10174,0.23,0.16415678,0.2258561085175758,33896.0,46776.5,1,39097.82038033
174,10175,0.23,0.15114243,0.2047620244465745,52576.0,72554.9,1,61588.776105593
175,10176,0.24,0.15336168,0.2083131932889595,250376.0,348022.6,1,294649.269386032
176,10177,0.24,0.0,0.0,341480.0,474657.2,0,474657.2
177,10178,0.23,0.0,0.0,275200.0,379776.0,0,379776.0
178,10179,0.26,0.0,0.0,100368.0,141518.9,0,141518.9
179,10180,0.25,0.0,0.0,102816.0,143942.4,0,143942.4
180,10181,0.25,0.0,0.0,282576.0,395606.4,0,395606.4
181,10182,0.25,0.16055685,0.21995578557047,93636.0,131090.4,1,110042.93831076
182,10183,0.23,0.16960604,0.2348848322548011,101106.0,139526.3,1,115861.79678114799
183,10184,0.26,0.0,0.0,95995.0,135352.9,0,135352.9
184,10185,0.24,0.16988927,0.2353573486515467,89276.0,124093.6,1,103011.42888432801
185,10186,0.23,0.16102055,0.2207129536963033,27954.0,38576.5,1,32364.890752925
186,10187,0.22,0.15706573,0.2142819386142646,393160.0,538629.2,1,454029.011502684
187,10188,0.24,0.0,0.0,131130.0,182270.7,0,182270.7
188,10189,0.24,0.15226407,0.2065545110256208,134101.0,186400.4,1,158018.316446372
189,10190,0.22,0.16516611,0.2275195446365984,24752.0,33910.2,1,28309.384176677995
190,10191,0.23,0.16603087,0.2289479234081481,252090.0,347884.2,1,290124.683614746
191,10192,0.24,0.15375164,0.2089391180622199,207928.0,289019.9,1,244582.61638236404
192,10193,0.24,0.15896083,0.2173560531074908,335360.0,466150.4,1,392050.745511168
193,10194,0.24,0.16101415,0.2207024975451015,13314.0,18506.5,1,15526.691633025
194,10195,0.24,0.0,0.0,359793.0,500112.3,0,500112.3
195,10196,0.22,0.15663114,0.2135789208532076,54359.0,74471.8,1,62807.197068148
196,10197,0.24,0.15356149,0.2086338362605925,38805.0,53939.0,1,45656.04679089
197,10198,0.25,0.0,0.0,78594.0,110031.6,0,110031.6
198,10199,0.24,0.16671205,0.2300751588931533,26965.0,37481.4,1,31232.798969130003
199,10200,0.24,0.0,0.0,170397.0,236851.8,0,236851.8
200,10201,0.26,0.0,0.0,351900.0,496179.0,0,496179.0
201,10202,0.25,0.0,0.0,77700.0,108780.0,0,108780.0
202,10203,0.26,0.0,0.0,105714.0,149056.7,0,149056.7
203,10204,0.24,0.16035473,0.2196260088501421,81760.0,113646.4,1,95422.662212528
204,10205,0.24,0.0,0.0,68585.0,95333.2,0,95333.2
205,10206,0.27,0.0,0.0,199220.0,282892.4,0,282892.4
206,10207,0.25,0.0,0.0,355644.0,497901.6,0,497901.6
207,10208,0.25,0.0,0.0,92508.0,129511.2,0,129511.2
208,10209,0.26,0.0,0.0,213954.0,301675.1,0,301675.1
209,10210,0.24,0.0,0.0,41312.0,57423.7,0,57423.7
210,10211,0.23,0.16483359,0.2269710877141239,319515.0,440930.7,1,368250.509777787
211,10212,0.23,0.15497683,0.2109094292645255,140709.0,194178.4,1,164085.247113528
212,10213,0.26,0.0,0.0,132524.0,186858.8,0,186858.8
213,10214,0.26,0.0,0.0,232302.0,327545.8,0,327545.8
214,10215,0.23,0.15340069,0.2083757822812303,25638.0,35380.4,1,29953.022227524
215,10216,0.23,0.15561092,0.2119313977864326,49042.0,67678.0,1,57146.56415624
216,10217,0.25,0.0,0.0,326634.0,457287.6,0,457287.6
217,10218,0.25,0.0,0.0,92964.0,130149.6,0,130149.6
218,10219,0.23,0.16398893,0.2255798712091216,89388.0,123355.4,1,103126.47994427799
219,10220,0.24,0.16653238,0.2297776571092228,162274.0,225560.9,1,187997.706488058
220,10221,0.22,0.16170375,0.2218300660416887,336634.0,461188.6,1,386612.67392275
221,10222,0.2,0.15846695,0.2165535774263412,119796.0,161724.6,1,136096.59589803
222,10223,0.23,0.16952807,0.2347548104365189,177837.0,245415.1,1,203810.351748143
223,10224,0.24,0.16462912,0.2266340526497642,177970.0,247378.3,1,206652.628163904
224,10225,0.25,0.0,0.0,59988.0,83983.2,0,83983.2
225,10226,0.26,0.0,0.0,347534.0,490022.9,0,490022.9
226,10227,0.24,0.16718669,0.2308616963626577,188938.0,262623.8,1,218716.596162778
227,10228,0.24,0.0,0.0,188487.0,261996.9,0,261996.9
228,10229,0.25,0.0,0.0,303120.0,424368.0,0,424368.0
229,10230,0.25,0.0,0.0,166725.0,233415.0,0,233415.0
230,10231,0.22,0.1524789,0.2068983710258068,94584.0,129580.1,1,109821.86889011001
231,10232,0.23,0.16375929,0.225202123321645,219560.0,302992.8,1,253374.91419688798
232,10233,0.24,0.0,0.0,102192.0,142046.9,0,142046.9
233,10234,0.24,0.15981571,0.2187473256611355,306945.0,426653.6,1,358467.651991944
234,10235,0.22,0.15386406,0.2091196705342642,136524.0,187037.9,1,158259.489332126
235,10236,0.24,0.0,0.0,225228.0,313066.9,0,313066.9
236,10237,0.25,0.0,0.0,124536.0,174350.4,0,174350.4
237,10238,0.26,0.0,0.0,103719.0,146243.8,0,146243.8
238,10239,0.25,0.16268344,0.2234351557551901,15621.0,21869.4,1,18311.610777264003
239,10240,0.24,0.15899953,0.2174189742129395,60471.0,84054.7,1,70690.042205709
240,10241,0.25,0.16741794,0.231245231250839,319668.0,447535.2,1,372609.778738512
241,10242,0.23,0.1569803,0.2141436848984667,50370.0,69510.6,1,58598.80515882001
242,10243,0.24,0.15442951,0.2100285412041754,7293.0,10137.3,1,8571.801728277
243,10244,0.24,0.0,0.0,79184.0,110065.8,0,110065.8
244,10245,0.24,0.0,0.0,88803.0,123436.2,0,123436.2
245,10246,0.24,0.16641435,0.2295822900742112,168376.0,234042.6,1,195094.55284869001
246,10247,0.23,0.16534798,0.2278197050310857,10695.0,14759.1,1,12318.712628382002
247,10248,0.23,0.15686396,0.2139554537367422,198216.0,273538.1,1,230629.83042312396
248,10249,0.23,0.16055858,0.2199586089044785,14784.0,20401.9,1,17126.199906698002
249,10250,0.23,0.0,0.0,31174.0,43020.1,0,43020.1
250,10251,0.25,0.0,0.0,17976.0,25166.4,0,25166.4
251,10252,0.26,0.0,0.0,101738.0,143450.6,0,143450.6
252,10253,0.25,0.16906716,0.2339867010190618,151160.0,211624.0,1,175845.33133216
253,10254,0.23,0.1574801,0.2149529227736935,341187.0,470838.1,1,396690.46892818995
254,10255,0.25,0.0,0.0,73675.0,103145.0,0,103145.0
255,10256,0.26,0.0,0.0,136185.0,192020.8,0,192020.8
256,10257,0.22,0.1586239,0.2168084938471631,74985.0,102729.4,1,86434.06192734
257,10258,0.24,0.16896677,0.2338195134507437,201476.0,280051.6,1,232732.185714668
258,10259,0.25,0.16512947,0.2274590893752111,58482.0,81874.8,1,68354.857669644
259,10260,0.22,0.16310997,0.2241351417461623,258105.0,353603.8,1,295927.494790114
260,10261,0.25,0.0,0.0,209286.0,293000.4,0,293000.4
261,10262,0.24,0.16620956,0.2292434463508599,37086.0,51549.5,1,42981.48028678
262,10263,0.23,0.15645462,0.2132935788232281,128496.0,177324.5,1,149581.26273581
263,10264,0.2,0.15090093,0.2043767042401775,191000.0,257850.0,1,218940.1951995
264,10265,0.26,0.0,0.0,116268.0,163937.9,0,163937.9
265,10266,0.25,0.0,0.0,218450.0,305830.0,0,305830.0
266,10267,0.23,0.16481845,0.2269461262644033,158083.0,218154.5,1,182198.613449475
267,10268,0.23,0.0,0.0,275043.0,379559.3,0,379559.3
268,10269,0.22,0.16503157,0.2272975823768571,145027.0,198687.0,1,165897.37245141
269,10270,0.24,0.15599108,0.2125448413507287,74640.0,103749.6,1,87565.58784643201
270,10271,0.23,0.16092844,0.2205624821797082,323622.0,446598.4,1,374728.01618150406
271,10272,0.25,0.0,0.0,332100.0,464940.0,0,464940.0
272,10273,0.22,0.16626495,0.2293350777324282,20784.0,28474.1,1,23739.855187205
273,10274,0.22,0.16240571,0.2229797513304444,49023.0,67161.5,1,56254.088907835
274,10275,0.24,0.16567275,0.2283560347573449,118014.0,164039.5,1,136862.624926375
275,10276,0.26,0.0,0.0,308320.0,434731.2,0,434731.2
276,10277,0.24,0.15555489,0.2118410319173971,322316.0,448019.2,1,378327.622626112
277,10278,0.25,0.0,0.0,22140.0,30996.0,0,30996.0
278,10279,0.24,0.15903209,0.2174719169724322,61672.0,85724.1,1,72091.21721363101
279,10280,0.23,0.16281363,0.2236487372578701,143172.0,197577.4,1,165409.106300038
280,10281,0.24,0.1628298,0.2236752693777204,181259.0,251950.0,1,210925.03188999998
281,10282,0.27,0.0,0.0,214536.0,304641.1,0,304641.1
282,10283,0.22,0.15305755,0.2078254343019411,214434.0,293774.6,1,248810.17947176998
283,10284,0.24,0.16571519,0.2284261516160171,67669.0,94059.9,1,78472.745800119
284,10285,0.26,0.0,0.0,39109.0,55143.7,0,55143.7
285,10286,0.25,0.0,0.0,19152.0,26812.8,0,26812.8
286,10287,0.24,0.16710106,0.2307197305353756,159000.0,221010.0,1,184078.9947294
287,10288,0.25,0.0,0.0,29505.0,41307.0,0,41307.0
288,10289,0.23,0.16256814,0.2232460572971273,32732.0,45170.2,1,37826.964602572
289,10290,0.24,0.15060104,0.20389852608249,239640.0,333099.6,1,282934.453816416
290,10291,0.23,0.1544746,0.2101010685190534,139300.0,192234.0,1,162538.7297436
291,10292,0.26,0.0,0.0,25220.0,35560.2,0,35560.2
292,10293,0.25,0.0,0.0,132972.0,186160.8,0,186160.8
293,10294,0.23,0.16443725,0.2263179366241494,111792.0,154273.0,1,128904.77213075
294,10295,0.24,0.15409605,0.2094924104562937,142785.0,198471.2,1,167887.57204124
295,10296,0.24,0.0,0.0,15648.0,21750.7,0,21750.7
296,10297,0.23,0.16256112,0.2232345457855981,123240.0,170071.2,1,142424.235248256
297,10298,0.21,0.1513162,0.2050394151508489,35490.0,48266.4,1,40962.91176432
298,10299,0.24,0.1554291,0.2116381999427164,59292.0,82415.9,1,69606.07083730999
299,10300,0.25,0.0,0.0,209814.0,293739.6,0,293739.6
300,10301,0.26,0.0,0.0,79752.0,112450.3,0,112450.3
301,10302,0.24,0.0,0.0,24020.0,33387.8,0,33387.8
302,10303,0.23,0.0,0.0,177672.0,245187.4,0,245187.4
303,10304,0.24,0.1681918,0.2325302515652046,361599.0,502622.6,1,418085.60018531996
304,10305,0.25,0.0,0.0,192584.0,269617.6,0,269617.6
305,10306,0.25,0.16251208,0.2231541345694872,148380.0,207732.0,1,173973.04059744
306,10307,0.24,0.0,0.0,165529.0,230085.3,0,230085.3
307,10308,0.24,0.151573,0.2054495554714784,57336.0,79697.0,1,67617.08661900001
308,10309,0.23,0.16801071,0.2322293313415128,88336.0,121903.7,1,101422.572811373
309,10310,0.25,0.0,0.0,109518.0,153325.2,0,153325.2
310,10311,0.24,0.16661987,0.2299225090715806,32048.0,44546.7,1,37124.334637071
311,10312,0.24,0.16020335,0.2193791229102901,29502.0,41007.8,1,34438.213063870004
312,10313,0.24,0.16643593,0.2296180058480687,35176.0,48894.6,1,40756.781777022
313,10314,0.21,0.15327796,0.2081788894971956,28530.0,38800.8,1,32853.492529632
314,10315,0.25,0.0,0.0,120989.0,169384.6,0,169384.6
315,10316,0.27,0.0,0.0,78690.0,111739.8,0,111739.8
316,10317,0.27,0.0,0.0,266238.0,378058.0,0,378058.0
317,10318,0.25,0.0,0.0,36570.0,51198.0,0,51198.0
318,10319,0.26,0.0,0.0,178884.0,252226.4,0,252226.4
319,10320,0.24,0.15047961,0.2037050005356552,210690.0,292859.1,1,248789.77684704898
320,10321,0.23,0.0,0.0,63635.0,87816.3,0,87816.3
321,10322,0.26,0.0,0.0,58496.0,82479.4,0,82479.4
322,10323,0.24,0.15013239,0.2031519338641462,44175.0,61403.2,1,52184.590830352
323,10324,0.25,0.0,0.0,159264.0,222969.6,0,222969.6
324,10325,0.24,0.0,0.0,73124.0,101642.4,0,101642.4
325,10326,0.25,0.0,0.0,21760.0,30464.0,0,30464.0
326,10327,0.22,0.16499925,0.2272442719362825,23920.0,32770.4,1,27363.308577800002
327,10328,0.22,0.16757834,0.2315113845067413,52146.0,71440.0,1,59468.203390400005
328,10329,0.25,0.16660635,0.2299001228291096,146592.0,205228.8,1,171036.37871711998
329,10330,0.23,0.15485457,0.2107125580741767,339900.0,469062.0,1,396425.60568666
330,10331,0.22,0.15972875,0.2186056734655625,18837.0,25806.7,1,21684.628067375
331,10332,0.25,0.0,0.0,14040.0,19656.0,0,19656.0
332,10333,0.23,0.0,0.0,49200.0,67896.0,0,67896.0
333,10334,0.24,0.16236475,0.2229126132167911,137576.0,191230.6,1,160181.49143865
334,10335,0.25,0.0,0.0,83725.0,117215.0,0,117215.0
335,10336,0.23,0.15716109,0.2144362954244719,199344.0,275094.7,1,231860.517094777
336,10337,0.22,0.16694435,0.2304599968801603,341388.0,467701.6,1,389621.46039404
337,10338,0.24,0.0,0.0,89586.0,124524.5,0,124524.5
338,10339,0.23,0.15304464,0.2078047371941775,46480.0,64142.4,1,54325.749483264
339,10340,0.26,0.0,0.0,264120.0,372409.2,0,372409.2
340,10341,0.21,0.15005897,0.2030350452666111,175824.0,239120.6,1,203238.409058218
341,10342,0.24,0.0,0.0,68805.0,95639.0,0,95639.0
342,10343,0.23,0.16876249,0.2334794341751974,237135.0,327246.3,1,272019.399568713
343,10344,0.23,0.1551217,0.2111427823391842,163720.0,225933.6,1,190886.39588088
344,10345,0.23,0.16131839,0.2211997333529228,327330.0,451715.4,1,378845.398933794
345,10346,0.24,0.15607922,0.212687147009225,77550.0,107794.5,1,90970.01851971
346,10347,0.26,0.0,0.0,66176.0,93308.2,0,93308.2
347,10348,0.25,0.0,0.0,176064.0,246489.6,0,246489.6
348,10349,0.23,0.16641147,0.2295775236974529,123424.0,170325.1,1,141981.049731103
349,10350,0.27,0.0,0.0,99110.0,140736.2,0,140736.2
350,10351,0.25,0.0,0.0,14895.0,20853.0,0,20853.0
351,10352,0.24,0.16552661,0.2281146454532241,49432.0,68710.5,1,57337.083863595
352,10353,0.23,0.16257945,0.2232646040272119,62757.0,86604.7,1,72524.555506585
353,10354,0.25,0.0,0.0,23370.0,32718.0,0,32718.0
354,10355,0.25,0.0,0.0,240408.0,336571.2,0,336571.2
355,10356,0.26,0.0,0.0,125136.0,176441.8,0,176441.8
