ID,int_rc,NoPaiFull,NoPaidLoan,NewLoanApplication,monto_cobrar,acepta,pagado
10078,0.21,0.0,0.0,128380.0,174596.8,0,174596.8
10079,0.21,0.0,0.0,142450.0,193732.0,0,193732.0
10080,0.21,0.0,0.0,322507.0,438609.5,0,438609.5
10081,0.21,0.16323735,0.2243443257176929,94731.0,128834.2,1,107803.64660263
10082,0.25,0.16990471,0.2353831166780863,156654.0,219315.6,1,182052.84658352402
10083,0.21,0.15237726,0.2067356628492529,84380.0,114756.8,1,97270.473249632
10084,0.21,0.155282,0.2114010829649658,58956.0,80180.2,1,67729.6581836
10085,0.25,0.0,0.0,196346.0,274884.4,0,274884.4
10086,0.3,0.15484801,0.210701996335594,66556.0,96506.2,0,81562.40697733799
10087,0.3,0.16138265,0.2213048030785433,122213.0,177208.8,0,148610.37425268
10088,0.21,0.0,0.0,80852.0,109958.7,0,109958.7
10089,0.25,0.0,0.0,75366.0,105512.4,0,105512.4
10090,0.25,0.16073622,0.2202485766751425,41232.0,57724.8,1,48446.333847744005
10091,0.21,0.0,0.0,89607.0,121865.5,0,121865.5
10092,0.18,0.0,0.0,174211.0,231700.6,0,231700.6
10093,0.25,0.15228513,0.2065882122605682,176304.0,246825.6,1,209237.731416672
10094,0.18,0.0,0.0,54312.0,72235.0,0,72235.0
10095,0.25,0.0,0.0,288615.0,404061.0,0,404061.0
10096,0.25,0.1623885,0.2229515413768793,55680.0,77952.0,1,65293.491647999996
10097,0.18,0.0,0.0,26414.0,35130.6,0,35130.6
10098,0.25,0.0,0.0,82605.0,115647.0,0,115647.0
10099,0.18,0.0,0.0,70196.0,93360.7,0,93360.7
10100,0.3,0.16354679,0.2248527547643699,17072.0,24754.4,0,20705.897341624
10101,0.18,0.0,0.0,29304.0,38974.3,0,38974.3
10102,0.25,0.15532531,0.2114708876857669,25266.0,35372.4,1,29878.171004556
10103,0.21,0.0,0.0,333642.0,453753.1,0,453753.1
10104,0.21,0.0,0.0,101122.0,137525.9,0,137525.9
10105,0.18,0.0,0.0,90504.0,120370.3,0,120370.3
10106,0.18,0.0,0.0,119149.0,158468.2,0,158468.2
10107,0.25,0.15573014,0.2121237171726111,34464.0,48249.6,1,40735.683037056
10108,0.21,0.0,0.0,105960.0,144105.6,0,144105.6
10109,0.18,0.0,0.0,275310.0,366162.3,0,366162.3
10110,0.21,0.1568022,0.2138555508565131,274568.0,373412.5,1,314860.5984925
10111,0.21,0.0,0.0,37692.0,51261.1,0,51261.1
10112,0.25,0.16640769,0.229571267877939,412060.0,576884.0,1,480886.06616204
10113,0.25,0.16382065,0.225303037560064,180754.0,253055.6,1,211599.86712186
10114,0.21,0.0,0.0,165168.0,224628.5,0,224628.5
10115,0.21,0.15810072,0.2159591204306528,233520.0,317587.2,1,267376.435017216
10116,0.21,0.0,0.0,247894.0,337135.8,0,337135.8
10117,0.25,0.0,0.0,89768.0,125675.2,0,125675.2
10118,0.3,0.16945408,0.2346314481925334,229032.0,332096.4,0,275821.31006668805
10119,0.18,0.0,0.0,70308.0,93509.6,0,93509.6
10120,0.3,0.1623396,0.2228713927505705,212004.0,307405.8,0,257501.66539031998
10121,0.21,0.0,0.0,161541.0,219695.8,0,219695.8
10122,0.21,0.0,0.0,173922.0,236533.9,0,236533.9
10123,0.25,0.15590186,0.2124008222550992,72895.0,102053.0,1,86142.74748142001
10124,0.18,0.0,0.0,35850.0,47680.5,0,47680.5
10125,0.18,0.0,0.0,37455.0,49815.1,0,49815.1
10126,0.25,0.1645255,0.2264633151580328,30447.0,42625.8,1,35612.7689421
10127,0.18,0.0,0.0,99780.0,132707.4,0,132707.4
10128,0.21,0.15069883,0.2040544162914553,45702.0,62154.7,1,52788.05943099899
10129,0.3,0.15732707,0.2147050463576656,276437.0,400833.6,0,337771.624154448
10130,0.18,0.0,0.0,178841.0,237858.5,0,237858.5
10131,0.21,0.16119066,0.2209909334104458,75680.0,102924.8,1,86334.28355763199
10132,0.21,0.0,0.0,254373.0,345947.3,0,345947.3
10133,0.18,0.0,0.0,185460.0,246661.8,0,246661.8
10134,0.21,0.0,0.0,144381.0,196358.2,0,196358.2
10135,0.18,0.0,0.0,58928.0,78374.2,0,78374.2
10136,0.25,0.0,0.0,9012.0,12616.8,0,12616.8
10137,0.18,0.0,0.0,33072.0,43985.8,0,43985.8
10138,0.25,0.15612072,0.2127541607610036,209488.0,293283.2,1,247495.61565209602
10139,0.21,0.0,0.0,45451.0,61813.4,0,61813.4
10140,0.21,0.0,0.0,9858.0,13406.9,0,13406.9
10141,0.3,0.16176754,0.2219344631440304,301104.0,436600.8,0,365972.96262196795
10142,0.21,0.0,0.0,68943.0,93762.5,0,93762.5
10143,0.18,0.0,0.0,187940.0,249960.2,0,249960.2
10144,0.3,0.16331838,0.2244774266703743,340893.0,494294.8,0,413567.374021576
10145,0.3,0.16882055,0.2335760737347392,226788.0,328842.6,0,273327.21140457
10146,0.21,0.0,0.0,150696.0,204946.6,0,204946.6
10147,0.25,0.16529484,0.2277319886221862,96144.0,134601.6,1,112352.650064256
10148,0.25,0.16205038,0.2223975434227179,291754.0,408455.6,1,342265.214806872
10149,0.21,0.0,0.0,27090.0,36842.4,0,36842.4
10150,0.3,0.15850101,0.21660888921566,187382.0,271703.9,0,228638.55742906104
10151,0.3,0.16891043,0.233725703596545,211358.0,306469.1,0,254703.272537287
10152,0.25,0.0,0.0,59970.0,83958.0,0,83958.0
10153,0.21,0.15982778,0.2187669892251376,125727.0,170988.7,1,143659.95567391402
10154,0.25,0.1645287,0.2264685872512915,47892.0,67048.8,1,56017.34809944
10155,0.21,0.15318456,0.2080290883690075,83193.0,113142.5,1,95810.8159202
10156,0.18,0.0,0.0,5046.0,6711.2,0,6711.2
10157,0.21,0.1546729,0.2104201261263244,193724.0,263464.6,1,222713.76627065998
10158,0.21,0.0,0.0,330603.0,449620.1,0,449620.1
10159,0.25,0.1655505,0.2281541003979269,82740.0,115836.0,1,96659.29228200001
10160,0.3,0.16199908,0.2223135292023306,353144.0,512058.8,0,429105.745494096
10161,0.21,0.15563354,0.2119678829971526,73107.0,99425.5,1,83951.55746873001
10162,0.21,0.0,0.0,155151.0,211005.4,0,211005.4
10163,0.18,0.0,0.0,30630.0,40737.9,0,40737.9
10164,0.18,0.0,0.0,75850.0,100880.5,0,100880.5
10165,0.25,0.15818667,0.2160985862507071,179223.0,250912.2,1,211221.23461962602
10166,0.18,0.0,0.0,25860.0,34393.8,0,34393.8
10167,0.21,0.15660755,0.2135407810444591,44080.0,59948.8,1,50560.36530656
10168,0.3,0.16815364,0.2324668295717492,126055.0,182779.8,0,152044.711311528
10169,0.18,0.16737641,0.2311763368366731,183390.0,243908.7,1,203084.137426233
10170,0.18,0.0,0.0,43344.0,57647.5,0,57647.5
10171,0.18,0.1541222,0.2095344386624167,62480.0,83098.4,1,70291.09177551999
10172,0.3,0.16945608,0.2346347824688188,108816.0,157783.2,0,131045.877438144
10173,0.21,0.15875594,0.2170230253988362,40950.0,55692.0,1,46850.564189519995
10174,0.3,0.16415678,0.2258561085175758,33896.0,49149.2,0,41081.025588423996
10175,0.25,0.15114243,0.2047620244465745,52576.0,73606.4,1,62481.349840448
10176,0.25,0.15336168,0.2083131932889595,250376.0,350526.4,1,296769.08241164807
10177,0.25,0.0,0.0,341480.0,478072.0,0,478072.0
10178,0.3,0.0,0.0,275200.0,399040.0,0,399040.0
10179,0.18,0.0,0.0,100368.0,133489.4,0,133489.4
10180,0.21,0.0,0.0,102816.0,139829.8,0,139829.8
10181,0.21,0.0,0.0,282576.0,384303.4,0,384303.4
10182,0.21,0.16055685,0.21995578557047,93636.0,127345.0,1,106898.88793675
10183,0.3,0.16960604,0.2348848322548011,101106.0,146603.7,0,121738.82699365201
10184,0.18,0.0,0.0,95995.0,127673.4,0,127673.4
10185,0.3,0.16988927,0.2353573486515467,89276.0,129450.2,0,107458.000020646
10186,0.21,0.16102055,0.2207129536963033,27954.0,38017.4,1,31895.81734243
10187,0.3,0.15706573,0.2142819386142646,393160.0,570082.0,0,480541.65451014
10188,0.18,0.0,0.0,131130.0,174402.9,0,174402.9
10189,0.25,0.15226407,0.2065545110256208,134101.0,187741.4,1,159155.130328502
10190,0.3,0.16516611,0.2275195446365984,24752.0,35890.4,0,29962.522245656
10191,0.25,0.16603087,0.2289479234081481,252090.0,352926.0,1,294329.38917438005
10192,0.25,0.15375164,0.2089391180622199,207928.0,291099.2,1,246342.22059731203
10193,0.21,0.15896083,0.2173560531074908,335360.0,456089.6,1,383589.21862963197
10194,0.25,0.16101415,0.2207024975451015,13314.0,18639.6,1,15638.360649659999
10195,0.3,0.0,0.0,359793.0,521699.8,0,521699.8
10196,0.3,0.15663114,0.2135789208532076,54359.0,78820.6,0,66474.839566516
10197,0.25,0.15356149,0.2086338362605925,38805.0,54327.0,1,45984.46493277
10198,0.18,0.0,0.0,78594.0,104530.0,0,104530.0
10199,0.25,0.16671205,0.2300751588931533,26965.0,37751.0,1,31457.45340045
10200,0.25,0.0,0.0,170397.0,238555.8,0,238555.8
10201,0.18,0.0,0.0,351900.0,468027.0,0,468027.0
10202,0.18,0.0,0.0,77700.0,103341.0,0,103341.0
10203,0.18,0.0,0.0,105714.0,140599.6,0,140599.6
10204,0.3,0.16035473,0.2196260088501421,81760.0,118552.0,0,99541.62604904
10205,0.18,0.0,0.0,68585.0,91218.0,0,91218.0
10206,0.18,0.0,0.0,199220.0,264962.6,0,264962.6
10207,0.18,0.0,0.0,355644.0,473006.5,0,473006.5
10208,0.21,0.0,0.0,92508.0,125810.9,0,125810.9
10209,0.21,0.0,0.0,213954.0,290977.4,0,290977.4
10210,0.18,0.0,0.0,41312.0,54945.0,0,54945.0
10211,0.3,0.16483359,0.2269710877141239,319515.0,463296.8,0,386929.925220488
10212,0.21,0.15497683,0.2109094292645255,140709.0,191364.2,1,161707.182908514
10213,0.18,0.0,0.0,132524.0,176256.9,0,176256.9
10214,0.18,0.0,0.0,232302.0,308961.7,0,308961.7
10215,0.21,0.15340069,0.2083757822812303,25638.0,34867.7,1,29518.970761286997
10216,0.21,0.15561092,0.2119313977864326,49042.0,66697.1,1,56318.302907668
10217,0.18,0.0,0.0,326634.0,434423.2,0,434423.2
10218,0.21,0.0,0.0,92964.0,126431.0,0,126431.0
10219,0.25,0.16398893,0.2255798712091216,89388.0,125143.2,1,104621.10053522399
10220,0.21,0.16653238,0.2297776571092228,162274.0,220692.6,1,183940.136073612
10221,0.3,0.16170375,0.2218300660416887,336634.0,488119.3,0,409188.57874262496
10222,0.3,0.15846695,0.2165535774263412,119796.0,173704.2,0,146177.82522381
10223,0.25,0.16952807,0.2347548104365189,177837.0,248971.8,1,206764.09126157398
10224,0.3,0.16462912,0.2266340526497642,177970.0,258056.5,0,215572.88549472002
10225,0.18,0.0,0.0,59988.0,79784.0,0,79784.0
10226,0.18,0.0,0.0,347534.0,462220.2,0,462220.2
10227,0.3,0.16718669,0.2308616963626577,188938.0,273960.1,0,228157.617688931
10228,0.3,0.0,0.0,188487.0,273306.1,0,273306.1
10229,0.18,0.0,0.0,303120.0,403149.6,0,403149.6
10230,0.21,0.0,0.0,166725.0,226746.0,0,226746.0
10231,0.21,0.1524789,0.2068983710258068,94584.0,128634.2,1,109020.19868162001
10232,0.3,0.16375929,0.225202123321645,219560.0,318362.0,0,266227.26491702
10233,0.25,0.0,0.0,102192.0,143068.8,0,143068.8
10234,0.21,0.15981571,0.2187473256611355,306945.0,417445.2,1,350730.89897590806
10235,0.3,0.15386406,0.2091196705342642,136524.0,197959.8,0,167500.901455212
10236,0.18,0.0,0.0,225228.0,299553.2,0,299553.2
10237,0.18,0.0,0.0,124536.0,165632.9,0,165632.9
10238,0.21,0.0,0.0,103719.0,141057.8,0,141057.8
10239,0.21,0.16268344,0.2234351557551901,15621.0,21244.6,1,17788.455390575997
10240,0.3,0.15899953,0.2174189742129395,60471.0,87683.0,0,73741.44421101
10241,0.3,0.16741794,0.231245231250839,319668.0,463518.6,0,385917.270836316
10242,0.25,0.1569803,0.2141436848984667,50370.0,70518.0,1,59448.0632046
10243,0.25,0.15442951,0.2100285412041754,7293.0,10210.2,1,8633.443816998002
10244,0.21,0.0,0.0,79184.0,107690.2,0,107690.2
10245,0.18,0.0,0.0,88803.0,118108.0,0,118108.0
10246,0.3,0.16641435,0.2295822900742112,168376.0,244145.2,0,203515.93523638003
10247,0.25,0.16534798,0.2278197050310857,10695.0,14973.0,1,12497.24469546
10248,0.25,0.15686396,0.2139554537367422,198216.0,277502.4,1,233972.27462649602
10249,0.25,0.16055858,0.2199586089044785,14784.0,20697.6,1,17374.422734591997
10250,0.3,0.0,0.0,31174.0,45202.3,0,45202.3
10251,0.21,0.0,0.0,17976.0,24447.4,0,24447.4
10252,0.16,0.0,0.0,101738.0,133276.8,0,133276.8
10253,0.3,0.16906716,0.2339867010190618,151160.0,219182.0,0,182125.52173688
10254,0.3,0.1574801,0.2149529227736935,341187.0,494721.2,0,416812.45595188
10255,0.3,0.0,0.0,73675.0,106828.8,0,106828.8
10256,0.18,0.0,0.0,136185.0,181126.0,0,181126.0
10257,0.25,0.1586239,0.2168084938471631,74985.0,104979.0,1,88326.8216019
10258,0.3,0.16896677,0.2338195134507437,201476.0,292140.2,0,242778.21401884602
10259,0.21,0.16512947,0.2274590893752111,58482.0,79535.5,1,66401.845038815
10260,0.25,0.16310997,0.2241351417461623,258105.0,361347.0,1,302407.70167041
10261,0.21,0.0,0.0,209286.0,284629.0,0,284629.0
10262,0.25,0.16620956,0.2292434463508599,37086.0,51920.4,1,43290.733160976
10263,0.21,0.15645462,0.2132935788232281,128496.0,174754.6,1,147413.435463748
10264,0.21,0.15090093,0.2043767042401775,191000.0,259760.0,1,220561.9744232
10265,0.21,0.0,0.0,116268.0,158124.5,0,158124.5
10266,0.18,0.0,0.0,218450.0,290538.5,0,290538.5
10267,0.25,0.16481845,0.2269461262644033,158083.0,221316.2,1,184839.20695611
10268,0.3,0.0,0.0,275043.0,398812.4,0,398812.4
10269,0.3,0.16503157,0.2272975823768571,145027.0,210289.2,0,175584.843169956
10270,0.21,0.15599108,0.2125448413507287,74640.0,101510.4,1,85675.683072768
10271,0.25,0.16092844,0.2205624821797082,323622.0,453070.8,1,380158.822946448
10272,0.18,0.0,0.0,332100.0,441693.0,0,441693.0
10273,0.3,0.16626495,0.2293350777324282,20784.0,30136.8,0,25126.10645484
10274,0.3,0.16240571,0.2229797513304444,49023.0,71083.3,0,59538.966194357
10275,0.3,0.16567275,0.2283560347573449,118014.0,171120.3,0,142770.32931817498
10276,0.18,0.0,0.0,308320.0,410065.6,0,410065.6
10277,0.21,0.15555489,0.2118410319173971,322316.0,438349.8,1,370162.345079478
10278,0.18,0.0,0.0,22140.0,29446.2,0,29446.2
10279,0.21,0.15903209,0.2174719169724322,61672.0,83873.9,1,70535.258386549
10280,0.3,0.16281363,0.2236487372578701,143172.0,207599.4,0,173799.38810017798
10281,0.3,0.1628298,0.2236752693777204,181259.0,262825.6,0,220029.76011711996
10282,0.18,0.0,0.0,214536.0,285332.9,0,285332.9
10283,0.21,0.15305755,0.2078254343019411,214434.0,291630.2,1,246993.99608199002
10284,0.25,0.16571519,0.2284261516160171,67669.0,94736.6,1,79037.306331046
10285,0.18,0.0,0.0,39109.0,52015.0,0,52015.0
10286,0.18,0.0,0.0,19152.0,25472.2,0,25472.2
10287,0.3,0.16710106,0.2307197305353756,159000.0,230550.0,0,192024.850617
10288,0.18,0.0,0.0,29505.0,39241.6,0,39241.6
10289,0.25,0.16256814,0.2232460572971273,32732.0,45824.8,1,38375.147498128004
10290,0.21,0.15060104,0.20389852608249,239640.0,325910.4,1,276827.95481318404
10291,0.25,0.1544746,0.2101010685190534,139300.0,195020.0,1,164894.363508
10292,0.18,0.0,0.0,25220.0,33542.6,0,33542.6
10293,0.21,0.0,0.0,132972.0,180841.9,0,180841.9
10294,0.3,0.16443725,0.2263179366241494,111792.0,162098.4,0,135443.3848746
10295,0.21,0.15409605,0.2094924104562937,142785.0,194187.6,1,164264.05788102
10296,0.21,0.0,0.0,15648.0,21281.3,0,21281.3
10297,0.3,0.16256112,0.2232345457855981,123240.0,178698.0,0,149648.65297824
10298,0.25,0.1513162,0.2050394151508489,35490.0,49686.0,1,42167.7032868
10299,0.18,0.1554291,0.2116381999427164,59292.0,78858.4,1,66601.50986055999
10300,0.21,0.0,0.0,209814.0,285347.0,0,285347.0
10301,0.18,0.0,0.0,79752.0,106070.2,0,106070.2
10302,0.25,0.0,0.0,24020.0,33628.0,0,33628.0
10303,0.3,0.0,0.0,177672.0,257624.4,0,257624.4
10304,0.3,0.1681918,0.2325302515652046,361599.0,524318.5,0,436132.4277117
10305,0.25,0.0,0.0,192584.0,269617.6,0,269617.6
10306,0.3,0.16251208,0.2231541345694872,148380.0,215151.0,0,180186.36347592002
10307,0.18,0.0,0.0,165529.0,220153.6,0,220153.6
10308,0.25,0.151573,0.2054495554714784,57336.0,80270.4,1,68103.5746608
10309,0.3,0.16801071,0.2322293313415128,88336.0,128087.2,0,106567.17858608799
10310,0.18,0.0,0.0,109518.0,145658.9,0,145658.9
10311,0.25,0.16661987,0.2299225090715806,32048.0,44867.2,1,37391.432968736
10312,0.25,0.16020335,0.2193791229102901,29502.0,41302.8,1,34685.953075620004
10313,0.25,0.16643593,0.2296180058480687,35176.0,49246.4,1,41050.029616848
10314,0.3,0.15327796,0.2081788894971956,28530.0,41368.5,0,35027.62071174
10315,0.21,0.0,0.0,120989.0,164545.0,0,164545.0
10316,0.18,0.0,0.0,78690.0,104657.7,0,104657.7
10317,0.18,0.0,0.0,266238.0,354096.5,0,354096.5
10318,0.18,0.0,0.0,36570.0,48638.1,0,48638.1
10319,0.18,0.0,0.0,178884.0,237915.7,0,237915.7
10320,0.25,0.15047961,0.2037050005356552,210690.0,294966.0,1,250579.63135674
10321,0.3,0.0,0.0,63635.0,92270.8,0,92270.8
10322,0.25,0.0,0.0,58496.0,81894.4,0,81894.4
10323,0.25,0.15013239,0.2031519338641462,44175.0,61845.0,1,52560.06234045
10324,0.21,0.0,0.0,159264.0,216599.0,0,216599.0
10325,0.3,0.0,0.0,73124.0,106029.8,0,106029.8
10326,0.21,0.0,0.0,21760.0,29593.6,0,29593.6
10327,0.3,0.16499925,0.2272442719362825,23920.0,34684.0,0,28961.166013000002
10328,0.3,0.16757834,0.2315113845067413,52146.0,75611.7,0,62940.816829422
10329,0.25,0.16660635,0.2299001228291096,146592.0,205228.8,1,171036.37871711998
10330,0.25,0.15485457,0.2107125580741767,339900.0,475860.0,1,402170.90431979997
10331,0.25,0.15972875,0.2186056734655625,18837.0,26371.8,1,22159.46535075
10332,0.18,0.0,0.0,14040.0,18673.2,0,18673.2
10333,0.21,0.0,0.0,49200.0,66912.0,0,66912.0
10334,0.3,0.16236475,0.2229126132167911,137576.0,199485.2,0,167095.8353733
10335,0.18,0.0,0.0,83725.0,111354.2,0,111354.2
10336,0.3,0.15716109,0.2144362954244719,199344.0,289048.8,0,243621.575528808
10337,0.3,0.16694435,0.2304599968801603,341388.0,495012.6,0,412373.04325119
10338,0.18,0.0,0.0,89586.0,119149.4,0,119149.4
10339,0.21,0.15304464,0.2078047371941775,46480.0,63212.8,1,53538.419780608
10340,0.18,0.0,0.0,264120.0,351279.6,0,351279.6
10341,0.3,0.15005897,0.2030350452666111,175824.0,254944.8,0,216688.04590514398
10342,0.25,0.0,0.0,68805.0,96327.0,0,96327.0
10343,0.3,0.16876249,0.2334794341751974,237135.0,343845.8,0,285817.526615958
10344,0.25,0.1551217,0.2111427823391842,163720.0,229208.0,1,193652.8653864
10345,0.3,0.16131839,0.2211997333529228,327330.0,474628.5,0,398062.194531885
10346,0.25,0.15607922,0.212687147009225,77550.0,108570.0,1,91624.47908460001
10347,0.18,0.0,0.0,66176.0,88014.1,0,88014.1
10348,0.18,0.0,0.0,176064.0,234165.1,0,234165.1
10349,0.3,0.16641147,0.2295775236974529,123424.0,178964.8,0,149183.004553744
10350,0.18,0.0,0.0,99110.0,131816.3,0,131816.3
10351,0.18,0.0,0.0,14895.0,19810.4,0,19810.4
10352,0.25,0.16552661,0.2281146454532241,49432.0,69204.8,1,57749.564060272
10353,0.25,0.16257945,0.2232646040272119,62757.0,87859.8,1,73575.60203889
10354,0.18,0.0,0.0,23370.0,31082.1,0,31082.1
10355,0.18,0.0,0.0,240408.0,319742.6,0,319742.6
10356,0.18,0.0,0.0,125136.0,166430.9,0,166430.9
10357,0.3,0.1653138,0.227763283974265,34955.0,50684.8,0,42305.90310976
10358,0.25,0.16443698,0.226317491887087,199962.0,279946.8,1,233913.19364733598
10359,0.18,0.0,0.0,42860.0,57003.8,0,57003.8
10360,0.18,0.15680583,0.2138614223340752,240220.0,319492.6,1,269394.297678142
10361,0.21,0.0,0.0,117705.0,160078.8,0,160078.8
10362,0.25,0.15120988,0.2048696820363555,76447.0,107025.8,1,90842.441625096
10363,0.25,0.16729848,0.2310470767484609,276606.0,387248.4,1,322462.331297568
10364,0.25,0.16554284,0.2281414494663812,153370.0,214718.0,1,179172.97248088
10365,0.18,0.0,0.0,36965.0,49163.4,0,49163.4
10366,0.25,0.15028252,0.2033910117984154,36332.0,50864.8,1,43220.709676704006
10367,0.25,0.1650001,0.2272456739216376,84398.0,118157.2,1,98661.25018428
10368,0.25,0.15286005,0.2075088744191559,17332.0,24264.8,1,20555.68145876
10369,0.18,0.0,0.0,145710.0,193794.3,0,193794.3
10370,0.21,0.0,0.0,69300.0,94248.0,0,94248.0
10371,0.3,0.16097826,0.2206438643651831,104180.0,151061.0,0,126743.46306614
10372,0.18,0.0,0.0,19474.0,25900.4,0,25900.4
10373,0.25,0.15192373,0.2060101145148183,136040.0,190456.0,1,161521.21407912
10374,0.18,0.0,0.0,9330.0,12408.9,0,12408.9
10375,0.21,0.0,0.0,38588.0,52479.7,0,52479.7
10376,0.25,0.0,0.0,339394.0,475151.6,0,475151.6
