ID,int_rc,NoPaiFull,NoPaidLoan,NewLoanApplication,monto_cobrar,acepta,pagado
10139,0.12,0.0,0.0,45451.0,57722.8,0,57722.8
10140,0.12,0.0,0.0,9858.0,12519.7,0,12519.7
10141,0.13526644,0.16176754,0.2219344631440304,301104.0,386998.9,1,324395.039964294
10142,0.12,0.0,0.0,68943.0,87557.6,0,87557.6
10143,0.12,0.0,0.0,187940.0,238683.8,0,238683.8
10144,0.14148773,0.16331838,0.2244774266703743,340893.0,440259.1,1,368356.697007742
10145,0.12,0.16882055,0.2335760737347392,226788.0,288020.8,1,239396.97013256
10146,0.12,0.0,0.0,150696.0,191383.9,0,191383.9
10147,0.12691197,0.16529484,0.2277319886221862,96144.0,122767.4,1,102474.58225978399
10148,0.12624341,0.16205038,0.2223975434227179,291754.0,372349.1,1,312009.786852342
10149,0.12,0.0,0.0,27090.0,34404.3,0,34404.3
10150,0.12,0.15850101,0.21660888921566,187382.0,237975.1,1,200255.80629514903
10151,0.1485671,0.16891043,0.233725703596545,211358.0,274462.5,1,228102.92110612502
10152,0.12,0.0,0.0,59970.0,76161.9,0,76161.9
10153,0.13072544,0.15982778,0.2187669892251376,125727.0,161021.8,1,135286.043174396
10154,0.13498072,0.1645287,0.2264685872512915,47892.0,61540.3,1,51415.154443390005
10155,0.12886386,0.15318456,0.2080290883690075,83193.0,106392.5,1,90094.81170019999
10156,0.12,0.0,0.0,5046.0,6408.4,0,6408.4
10157,0.12,0.1546729,0.2104201261263244,193724.0,246029.5,1,207975.40374945
10158,0.12,0.0,0.0,330603.0,419865.8,0,419865.8
10159,0.12,0.1655505,0.2281541003979269,82740.0,105079.8,1,87683.78657010001
10160,0.13279487,0.16199908,0.2223135292023306,353144.0,453011.3,1,379623.886170396
10161,0.12,0.15563354,0.2119678829971526,73107.0,92845.9,1,78395.963908514
10162,0.12,0.0,0.0,155151.0,197041.8,0,197041.8
10163,0.12,0.0,0.0,30630.0,38900.1,0,38900.1
10164,0.12,0.0,0.0,75850.0,96329.5,0,96329.5
10165,0.1265502,0.15818667,0.2160985862507071,179223.0,228787.2,1,192596.114693376
10166,0.12,0.0,0.0,25860.0,32842.2,0,32842.2
10167,0.1239257,0.15660755,0.2135407810444591,44080.0,56154.6,1,47360.36567277
10168,0.14706443,0.16815364,0.2324668295717492,126055.0,163501.5,1,136008.12762954
10169,0.12,0.16737641,0.2311763368366731,183390.0,232905.3,1,193922.44701602697
10170,0.12,0.0,0.0,43344.0,55046.9,0,55046.9
10171,0.12,0.1541222,0.2095344386624167,62480.0,79349.6,1,67120.06507888001
10172,0.14446081,0.16945608,0.2346347824688188,108816.0,140858.0,1,116988.75548336
10173,0.12,0.15875594,0.2170230253988362,40950.0,52006.5,1,43750.159206389995
10174,0.1381694,0.16415678,0.2258561085175758,33896.0,43663.8,1,36496.091189436
10175,0.12,0.15114243,0.2047620244465745,52576.0,66771.5,1,56679.493235255
10176,0.12,0.15336168,0.2083131932889595,250376.0,317977.5,1,269211.9363978
10177,0.12,0.0,0.0,341480.0,433679.6,0,433679.6
10178,0.12,0.0,0.0,275200.0,349504.0,0,349504.0
10179,0.12,0.0,0.0,100368.0,127467.4,0,127467.4
10180,0.12,0.0,0.0,102816.0,130576.3,0,130576.3
10181,0.12,0.0,0.0,282576.0,358871.5,0,358871.5
10182,0.12,0.16055685,0.21995578557047,93636.0,118917.7,1,99824.648678755
10183,0.13906142,0.16960604,0.2348848322548011,101106.0,130331.8,1,108226.739515928
10184,0.12,0.0,0.0,95995.0,121913.6,0,121913.6
10185,0.13247532,0.16988927,0.2353573486515467,89276.0,114494.3,1,95042.94695383901
10186,0.12,0.16102055,0.2207129536963033,27954.0,35501.6,1,29785.112842119997
10187,0.12,0.15706573,0.2142819386142646,393160.0,499313.2,1,420888.207743364
10188,0.12,0.0,0.0,131130.0,166535.1,0,166535.1
10189,0.12564285,0.15226407,0.2065545110256208,134101.0,171065.0,1,145017.94686545
10190,0.13094132,0.16516611,0.2275195446365984,24752.0,31705.9,1,26469.159832951
10191,0.12784888,0.16603087,0.2289479234081481,252090.0,322132.9,1,268648.894357377
10192,0.12,0.15375164,0.2089391180622199,207928.0,264068.6,1,223467.619677496
10193,0.12,0.15896083,0.2173560531074908,335360.0,425907.2,1,358204.63798502396
10194,0.14479037,0.16101415,0.2207024975451015,13314.0,17238.8,1,14463.10927098
10195,0.120614626,0.0,0.0,359793.0,457158.2,0,457158.2
10196,0.12345206,0.15663114,0.2135789208532076,54359.0,69223.6,1,58381.028617096
10197,0.12,0.15356149,0.2086338362605925,38805.0,49282.4,1,41714.521225224
10198,0.12,0.0,0.0,78594.0,99814.4,0,99814.4
10199,0.1426704,0.16671205,0.2300751588931533,26965.0,34856.9,1,29045.834744355
10200,0.12,0.0,0.0,170397.0,216404.2,0,216404.2
10201,0.12,0.0,0.0,351900.0,446913.0,0,446913.0
10202,0.12,0.0,0.0,77700.0,98679.0,0,98679.0
10203,0.12,0.0,0.0,105714.0,134256.8,0,134256.8
10204,0.15136954,0.16035473,0.2196260088501421,81760.0,106400.0,1,89338.256728
10205,0.12,0.0,0.0,68585.0,87103.0,0,87103.0
10206,0.12,0.0,0.0,199220.0,253009.4,0,253009.4
10207,0.12,0.0,0.0,355644.0,451667.9,0,451667.9
10208,0.12,0.0,0.0,92508.0,117485.2,0,117485.2
10209,0.12,0.0,0.0,213954.0,271721.6,0,271721.6
10210,0.12,0.0,0.0,41312.0,52466.2,0,52466.2
10211,0.13615924,0.16483359,0.2269710877141239,319515.0,410947.2,1,343209.29772355204
10212,0.12498223,0.15497683,0.2109094292645255,140709.0,179401.5,1,151598.424232755
10213,0.12,0.0,0.0,132524.0,168305.5,0,168305.5
10214,0.12,0.0,0.0,232302.0,295023.5,0,295023.5
10215,0.12641199,0.15340069,0.2083757822812303,25638.0,32724.7,1,27704.708439957
10216,0.13263908,0.15561092,0.2119313977864326,49042.0,62903.2,1,53114.775177056
10217,0.12,0.0,0.0,326634.0,414825.2,0,414825.2
10218,0.12,0.0,0.0,92964.0,118064.3,0,118064.3
10219,0.13495587,0.16398893,0.2255798712091216,89388.0,114859.6,1,96023.897095772
10220,0.12886254,0.16653238,0.2297776571092228,162274.0,207526.1,1,172966.284654882
10221,0.14736979,0.16170375,0.2218300660416887,336634.0,436738.8,1,366116.4982695
10222,0.13502128,0.15846695,0.2165535774263412,119796.0,153940.4,1,129545.93433022
10223,0.13154227,0.16952807,0.2347548104365189,177837.0,227905.6,1,189269.203489808
10224,0.14364992,0.16462912,0.2266340526497642,177970.0,230230.9,1,192328.18953619202
10225,0.12,0.0,0.0,59988.0,76184.8,0,76184.8
10226,0.12,0.0,0.0,347534.0,441368.2,0,441368.2
10227,0.14927809,0.16718669,0.2308616963626577,188938.0,245483.0,1,204441.50977873002
10228,0.12,0.0,0.0,188487.0,239378.5,0,239378.5
10229,0.12,0.0,0.0,303120.0,384962.4,0,384962.4
10230,0.12,0.0,0.0,166725.0,211740.8,0,211740.8
10231,0.12,0.1524789,0.2068983710258068,94584.0,120121.7,1,101805.67531787
10232,0.12,0.16375929,0.225202123321645,219560.0,278841.2,1,233178.36306525202
10233,0.12,0.0,0.0,102192.0,129783.8,0,129783.8
10234,0.12,0.15981571,0.2187473256611355,306945.0,389820.2,1,327520.807964658
10235,0.13144061,0.15386406,0.2091196705342642,136524.0,174947.4,1,148029.282749556
10236,0.12,0.0,0.0,225228.0,286039.6,0,286039.6
10237,0.12,0.0,0.0,124536.0,158160.7,0,158160.7
10238,0.12,0.0,0.0,103719.0,131723.1,0,131723.1
10239,0.14478429,0.16268344,0.2234351557551901,15621.0,20225.8,1,16935.397279247998
10240,0.12965482,0.15899953,0.2174189742129395,60471.0,77382.0,1,65078.29836954
10241,0.15059596,0.16741794,0.231245231250839,319668.0,415758.9,1,346153.40142533404
10242,0.12935385,0.1569803,0.2141436848984667,50370.0,64441.1,1,54325.11678967
10243,0.12,0.15442951,0.2100285412041754,7293.0,9262.1,1,7831.758435429001
10244,0.12,0.0,0.0,79184.0,100563.7,0,100563.7
10245,0.12,0.0,0.0,88803.0,112779.8,0,112779.8
10246,0.13286982,0.16641435,0.2295822900742112,168376.0,216004.5,1,180058.25153542502
10247,0.12843658,0.16534798,0.2278197050310857,10695.0,13672.9,1,11412.113604258
10248,0.14195025,0.15686396,0.2139554537367422,198216.0,256085.2,1,215914.66143060802
10249,0.12881993,0.16055858,0.2199586089044785,14784.0,18906.1,1,15870.563430662
10250,0.12,0.0,0.0,31174.0,39591.0,0,39591.0
10251,0.12,0.0,0.0,17976.0,22829.5,0,22829.5
10252,0.12,0.0,0.0,101738.0,129207.3,0,129207.3
10253,0.14993946,0.16906716,0.2339867010190618,151160.0,196498.8,1,163277.305940592
10254,0.13254288,0.1574801,0.2149529227736935,341187.0,437587.0,1,368675.7554813
10255,0.12,0.0,0.0,73675.0,93567.2,0,93567.2
10256,0.12,0.0,0.0,136185.0,172955.0,0,172955.0
10257,0.13787667,0.1586239,0.2168084938471631,74985.0,96571.4,1,81252.86790354
10258,0.1472577,0.16896677,0.2338195134507437,201476.0,261366.3,1,217204.080502149
10259,0.12,0.16512947,0.2274590893752111,58482.0,74272.1,1,62007.587491213
10260,0.12,0.16310997,0.2241351417461623,258105.0,327793.4,1,274327.02835980203
10261,0.12,0.0,0.0,209286.0,265793.2,0,265793.2
10262,0.12,0.16620956,0.2292434463508599,37086.0,47099.2,1,39270.862691648
10263,0.12431256,0.15645462,0.2132935788232281,128496.0,163744.1,1,138125.579057258
10264,0.12,0.15090093,0.2043767042401775,191000.0,242570.0,1,205965.96140990002
10265,0.12,0.0,0.0,116268.0,147660.4,0,147660.4
10266,0.12,0.0,0.0,218450.0,277431.5,0,277431.5
10267,0.12,0.16481845,0.2269461262644033,158083.0,200765.4,1,167675.55795837
10268,0.12,0.0,0.0,275043.0,349304.6,0,349304.6
10269,0.13204883,0.16503157,0.2272975823768571,145027.0,185931.7,1,155247.099636231
10270,0.12,0.15599108,0.2125448413507287,74640.0,94792.8,1,80005.968751776
10271,0.12,0.16092844,0.2205624821797082,323622.0,410999.9,1,344858.32725284406
10272,0.12,0.0,0.0,332100.0,421767.0,0,421767.0
10273,0.14669459,0.16626495,0.2293350777324282,20784.0,26950.5,1,22469.576465025002
10274,0.13490066,0.16240571,0.2229797513304444,49023.0,62989.7,1,52759.813048813
10275,0.14047484,0.16567275,0.2283560347573449,118014.0,152294.1,1,127063.117644225
10276,0.12,0.0,0.0,308320.0,391566.4,0,391566.4
10277,0.12,0.15555489,0.2118410319173971,322316.0,409341.3,1,345666.25910604297
10278,0.12,0.0,0.0,22140.0,28117.8,0,28117.8
10279,0.12,0.15903209,0.2174719169724322,61672.0,78323.4,1,65867.46600209399
10280,0.14820677,0.16281363,0.2236487372578701,143172.0,185866.9,1,155605.235314153
10281,0.123760596,0.1628298,0.2236752693777204,181259.0,230880.6,1,193286.35807811999
10282,0.12,0.0,0.0,214536.0,272460.7,0,272460.7
10283,0.14020297,0.15305755,0.2078254343019411,214434.0,276663.4,1,234317.97782133002
10284,0.13121423,0.16571519,0.2284261516160171,67669.0,86698.5,1,72331.241599785
10285,0.12,0.0,0.0,39109.0,49668.4,0,49668.4
10286,0.12,0.0,0.0,19152.0,24323.0,0,24323.0
10287,0.12599806,0.16710106,0.2307197305353756,159000.0,202883.7,1,168981.61867327802
10288,0.12,0.0,0.0,29505.0,37471.4,0,37471.4
10289,0.12,0.16256814,0.2232460572971273,32732.0,41569.6,1,34811.707447456
10290,0.12287978,0.15060104,0.20389852608249,239640.0,305032.9,1,259094.62802578404
10291,0.12,0.1544746,0.2101010685190534,139300.0,176911.0,1,149582.7440394
10292,0.12,0.0,0.0,25220.0,32029.4,0,32029.4
10293,0.12,0.0,0.0,132972.0,168874.4,0,168874.4
10294,0.13412024,0.16443725,0.2263179366241494,111792.0,143554.4,1,119948.7092386
10295,0.12,0.15409605,0.2094924104562937,142785.0,181337.0,1,153393.68458114998
10296,0.12,0.0,0.0,15648.0,19873.0,0,19873.0
10297,0.15310563,0.16256112,0.2232345457855981,123240.0,160594.7,1,134488.24570193602
10298,0.12,0.1513162,0.2050394151508489,35490.0,45072.3,1,38252.13083874
10299,0.12,0.1554291,0.2116381999427164,59292.0,75300.8,1,63596.86442672001
10300,0.12,0.0,0.0,209814.0,266463.8,0,266463.8
10301,0.12,0.0,0.0,79752.0,101285.0,0,101285.0
10302,0.12,0.0,0.0,24020.0,30505.4,0,30505.4
10303,0.12,0.0,0.0,177672.0,225643.4,0,225643.4
10304,0.14724916,0.1681918,0.2325302515652046,361599.0,469084.0,1,390187.9176888
10305,0.12,0.0,0.0,192584.0,244581.7,0,244581.7
10306,0.13770518,0.16251208,0.2231541345694872,148380.0,191069.7,1,160018.56562802402
10307,0.12,0.0,0.0,165529.0,210221.8,0,210221.8
10308,0.12144702,0.151573,0.2054495554714784,57336.0,72899.7,1,61850.0737719
10309,0.14196227,0.16801071,0.2322293313415128,88336.0,114126.8,1,94952.275301972
10310,0.12,0.0,0.0,109518.0,139087.9,0,139087.9
10311,0.12965149,0.16661987,0.2299225090715806,32048.0,41010.3,1,34177.169145339
10312,0.12120276,0.16020335,0.2193791229102901,29502.0,37503.0,1,31494.89376495
10313,0.13415426,0.16643593,0.2296180058480687,35176.0,45171.4,1,37653.256031598
10314,0.12176098,0.15327796,0.2081788894971956,28530.0,36283.3,1,30721.869793932
10315,0.12,0.0,0.0,120989.0,153656.0,0,153656.0
10316,0.12,0.0,0.0,78690.0,99936.3,0,99936.3
10317,0.12,0.0,0.0,266238.0,338122.3,0,338122.3
10318,0.12,0.0,0.0,36570.0,46443.9,0,46443.9
10319,0.12,0.0,0.0,178884.0,227182.7,0,227182.7
10320,0.12,0.15047961,0.2037050005356552,210690.0,267576.3,1,227311.522730757
10321,0.12,0.0,0.0,63635.0,80816.4,0,80816.4
10322,0.12,0.0,0.0,58496.0,74289.9,0,74289.9
10323,0.12,0.15013239,0.2031519338641462,44175.0,56102.2,1,47679.442629742
10324,0.12,0.0,0.0,159264.0,202265.3,0,202265.3
10325,0.12,0.0,0.0,73124.0,92867.5,0,92867.5
10326,0.12,0.0,0.0,21760.0,27635.2,0,27635.2
10327,0.12,0.16499925,0.2272442719362825,23920.0,30378.4,1,25365.986783800003
10328,0.12,0.16757834,0.2315113845067413,52146.0,66225.4,1,55127.457402164
10329,0.13742785,0.16660635,0.2299001228291096,146592.0,188726.6,1,157283.55002609
10330,0.13245207,0.15485457,0.2107125580741767,339900.0,435905.5,1,368403.541236865
10331,0.12906618,0.15972875,0.2186056734655625,18837.0,24093.8,1,20245.32744325
10332,0.12,0.0,0.0,14040.0,17830.8,0,17830.8
10333,0.12,0.0,0.0,49200.0,62484.0,0,62484.0
10334,0.13958701,0.16236475,0.2229126132167911,137576.0,177416.2,1,148610.06304105
10335,0.12,0.0,0.0,83725.0,106330.8,0,106330.8
10336,0.13331987,0.15716109,0.2144362954244719,199344.0,255822.1,1,215616.819917911
10337,0.13007931,0.16694435,0.2304599968801603,341388.0,437003.7,1,364048.40135590505
10338,0.12,0.0,0.0,89586.0,113774.2,0,113774.2
10339,0.12,0.15304464,0.2078047371941775,46480.0,59029.6,1,49995.436118656
10340,0.12,0.0,0.0,264120.0,335432.4,0,335432.4
10341,0.1277325,0.15005897,0.2030350452666111,175824.0,224656.0,1,190944.35203568
10342,0.12,0.0,0.0,68805.0,87382.4,0,87382.4
10343,0.1426526,0.16876249,0.2334794341751974,237135.0,306533.2,1,254801.893900332
10344,0.12,0.1551217,0.2111427823391842,163720.0,207924.4,1,175670.81360052
10345,0.13737625,0.16131839,0.2211997333529228,327330.0,421396.9,1,353417.830541009
10346,0.12454356,0.15607922,0.212687147009225,77550.0,98840.9,1,83413.889423902
10347,0.12,0.0,0.0,66176.0,84043.5,0,84043.5
10348,0.12,0.0,0.0,176064.0,223601.3,0,223601.3
10349,0.1378487,0.16641147,0.2295775236974529,123424.0,158951.4,1,132500.063867442
10350,0.12,0.0,0.0,99110.0,125869.7,0,125869.7
10351,0.12,0.0,0.0,14895.0,18916.6,0,18916.6
10352,0.12791644,0.16552661,0.2281146454532241,49432.0,63170.0,1,52713.6840463
10353,0.12,0.16257945,0.2232646040272119,62757.0,79701.4,1,66743.59022376999
10354,0.12,0.0,0.0,23370.0,29679.9,0,29679.9
10355,0.12,0.0,0.0,240408.0,305318.2,0,305318.2
10356,0.12,0.0,0.0,125136.0,158922.7,0,158922.7
10357,0.15449004,0.1653138,0.227763283974265,34955.0,45598.4,1,38060.35522208
10358,0.12,0.16443698,0.226317491887087,199962.0,253951.7,1,212192.649386134
10359,0.12,0.0,0.0,42860.0,54432.2,0,54432.2
10360,0.12,0.15680583,0.2138614223340752,240220.0,305079.4,1,257241.171467098
10361,0.12,0.0,0.0,117705.0,149485.4,0,149485.4
10362,0.13245352,0.15120988,0.2048696820363555,76447.0,98039.7,1,83215.128727764
10363,0.13161156,0.16729848,0.2310470767484609,276606.0,354501.4,1,295193.854622128
10364,0.13563697,0.16554284,0.2281414494663812,153370.0,197178.1,1,164536.677340196
10365,0.12,0.0,0.0,36965.0,46945.6,0,46945.6
10366,0.12835765,0.15028252,0.2033910117984154,36332.0,46445.3,1,39465.383273844
10367,0.12,0.1650001,0.2272456739216376,84398.0,107185.5,1,89499.88178145
10368,0.12,0.15286005,0.2075088744191559,17332.0,22011.6,1,18646.905723419997
